,freq_items,frequency
19069,'73'  '758',138
19070,'73'  '758'  '829',104
19071,'638'  '73',145
19072,'73'  '883',146
19073,'692'  '73',149
19074,'346'  '73',154
19075,'346'  '73'  '8',106
19076,'73'  '8',155
19077,'682'  '73',158
19078,'73'  '829',202
19079,'73'  '844',204
19080,'274'  '73',242
19081,'368'  '73',304
19082,'510'  '73',351
19083,'510'  '684'  '73',303
19084,'684'  '73',397
19085,'116'  '829',109
19086,'116'  '778',111
19087,'116'  '368',122
19088,'116'  '775',196
19089,'116'  '354'  '775',141
19090,'116'  '523',206
19091,'116'  '381'  '523',181
19092,'116'  '381',232
19093,'116'  '720',243
19094,'116'  '653'  '720',182
19095,'116'  '692',265
19096,'116'  '722',282
19097,'116'  '354'  '722',207
19098,'116'  '653',310
19099,'116'  '541',368
19100,'116'  '541'  '606',329
19101,'116'  '606',411
19102,'116'  '354',415
19103,'296'  '419',104
19104,'296'  '354',109
19105,'296'  '883',109
19106,'296'  '937',110
19107,'283'  '296',115
19108,'296'  '70',118
19109,'175'  '296',120
19110,'205'  '296',132
19111,'239'  '296',143
19112,'296'  '510',144
19113,'183'  '296',150
19114,'296'  '766',155
19115,'21'  '296',184
19116,'296'  '362'  '598',155
19117,'296'  '362'  '598'  '825',145
19118,'296'  '598'  '825',157
19119,'296'  '825',220
19120,'296'  '362'  '825',159
19121,'296'  '362',236
19122,'296'  '803',240
19123,'296'  '722'  '803',199
19124,'296'  '675',291
19125,'296'  '460'  '675',241
19126,'296'  '722',297
19127,'296'  '460',337
19128,'296'  '368',634
19129,'296'  '368'  '829',501
19130,'296'  '829',736
19131,'766'  '803',103
19132,'368'  '803',107
19133,'682'  '803',188
19134,'346'  '682'  '803',135
19135,'69'  '803',205
19136,'69'  '803'  '921',159
19137,'803'  '921',220
19138,'151'  '803',281
19139,'722'  '803',304
19140,'480'  '803',313
19141,'346'  '803',376
19142,'350'  '803',634
19143,'829'  '874',101
19144,'354'  '874',103
19145,'529'  '874',112
19146,'368'  '874',112
19147,'177'  '874',116
19148,'631'  '874',150
19149,'390'  '874',183
19150,'390'  '874'  '966',149
19151,'874'  '966',197
19152,'874'  '885',236
19153,'766'  '874'  '885',176
19154,'766'  '874',290
19155,'871'  '874',294
19156,'871'  '874'  '888',233
19157,'874'  '888',298
19158,'480'  '874',307
19159,'523'  '874',337
19160,'470'  '523'  '874',287
19161,'470'  '874',354
19162,'538'  '874'  '921',323
19163,'538'  '874'  '921'  '93',299
19164,'874'  '921'  '93',325
19165,'538'  '874',393
19166,'538'  '874'  '93',330
19167,'874'  '93',398
19168,'523'  '722',102
19169,'523'  '883',102
19170,'523'  '529',106
19171,'523'  '682',130
19172,'523'  '70',132
19173,'368'  '523',141
19174,'523'  '944',205
19175,'523'  '766'  '944',175
19176,'523'  '778',211
19177,'523'  '789',216
19178,'381'  '523',232
19179,'523'  '766',268
19180,'523'  '788',284
19181,'470'  '523',357
19182,'523'  '998',561
19183,'229'  '419',100
19184,'229'  '381',108
19185,'229'  '966',123
19186,'229'  '8',131
19187,'229'  '829',134
19188,'229'  '871',135
19189,'229'  '368',142
19190,'229'  '283',168
19191,'120'  '229',170
19192,'229'  '634',174
19193,'229'  '883',184
19194,'229'  '795',205
19195,'229'  '766',219
19196,'229'  '276',295
19197,'229'  '276'  '529',257
19198,'229'  '778',335
19199,'229'  '529',365
19200,'229'  '692',370
19201,'229'  '401'  '581'  '631',354
19202,'229'  '401'  '581'  '631'  '758',345
19203,'229'  '401'  '509'  '581'  '631',345
19204,'229'  '401'  '509'  '581'  '631'  '758',337
19205,'229'  '509'  '581'  '631'  '758',346
19206,'229'  '581'  '631'  '758',356
19207,'229'  '401'  '509'  '631',356
19208,'229'  '401'  '631'  '758',356
19209,'229'  '401'  '509'  '631'  '758',346
19210,'229'  '509'  '631',368
19211,'229'  '509'  '631'  '758',355
19212,'229'  '631'  '758',369
19213,'229'  '509'  '581',369
19214,'229'  '509'  '581'  '758',361
19215,'229'  '401'  '509'  '581',357
19216,'229'  '401'  '509'  '581'  '758',349
19217,'229'  '401'  '509'  '758',358
19218,'229'  '509'  '758',374
19219,'229'  '401'  '581',382
19220,'229'  '401'  '581'  '758',372
19221,'229'  '581'  '758',389
19222,'229'  '401',441
19223,'229'  '401'  '758',391
19224,'229'  '758',516
19225,'354'  '638',101
19226,'638'  '766',104
19227,'638'  '883',104
19228,'638'  '947',114
19229,'638'  '829',116
19230,'217'  '638',125
19231,'638'  '93',140
19232,'368'  '638',143
19233,'529'  '638',146
19234,'638'  '674',158
19235,'438'  '638'  '674',123
19236,'279'  '638',164
19237,'279'  '438'  '638',112
19238,'614'  '638',228
19239,'205'  '614'  '638',183
19240,'205'  '638',243
19241,'438'  '638',295
19242,'12'  '120'  '638'  '885',392
19243,'12'  '120'  '132'  '638'  '885',378
19244,'12'  '132'  '638'  '885',396
19245,'120'  '638'  '885',414
19246,'120'  '132'  '638'  '885',397
19247,'132'  '638'  '885',417
19248,'12'  '120'  '638',410
19249,'12'  '120'  '132'  '638',393
19250,'12'  '132'  '638',414
19251,'120'  '638',500
19252,'120'  '132'  '638',416
19253,'487'  '638',523
19254,'487'  '638'  '888',495
19255,'638'  '888',529
19256,'132'  '638',540
19257,'722'  '780',104
19258,'354'  '780',104
19259,'780'  '895',111
19260,'526'  '780',133
19261,'529'  '780',135
19262,'780'  '937',136
19263,'780'  '829',173
19264,'766'  '780',191
19265,'631'  '766'  '780',108
19266,'368'  '780',203
19267,'32'  '631'  '780',145
19268,'32'  '631'  '720'  '780',131
19269,'32'  '720'  '780',151
19270,'151'  '780',294
19271,'778'  '780',368
19272,'438'  '778'  '780',324
19273,'438'  '780',401
19274,'661'  '780',435
19275,'661'  '720'  '780',390
19276,'538'  '780',511
19277,'631'  '780',540
19278,'631'  '720'  '780',161
19279,'720'  '780',587
19280,'480'  '684',100
19281,'480'  '72',113
19282,'368'  '480',115
19283,'471'  '480',118
19284,'480'  '529',122
19285,'480'  '919',122
19286,'480'  '766',122
19287,'38'  '480',123
19288,'480'  '694',135
19289,'480'  '758',141
19290,'480'  '758'  '829',103
19291,'362'  '480',150
19292,'480'  '829',221
19293,'480'  '782',233
19294,'419'  '480',247
19295,'480'  '752',494
19296,'354'  '480'  '752',444
19297,'354'  '480',540
19298,'161'  '69',101
19299,'161'  '72',106
19300,'161'  '529',142
19301,'161'  '177',143
19302,'161'  '561',173
19303,'145'  '161',199
19304,'161'  '487',227
19305,'161'  '487'  '692',183
19306,'151'  '161'  '569',192
19307,'151'  '161'  '470'  '569',186
19308,'151'  '161'  '494'  '569',179
19309,'151'  '161'  '470'  '494'  '569',173
19310,'151'  '161'  '470'  '494',183
19311,'151'  '161'  '470',198
19312,'161'  '368',249
19313,'161'  '692',257
19314,'161'  '494'  '569',195
19315,'161'  '470'  '494'  '569',187
19316,'161'  '470'  '569',201
19317,'161'  '470',271
19318,'161'  '470'  '494',199
19319,'161'  '346',277
19320,'161'  '494',278
19321,'161'  '390',319
19322,'161'  '390'  '675',272
19323,'161'  '675',364
19324,'242'  '829',106
19325,'242'  '529',128
19326,'242'  '368',152
19327,'242'  '937',160
19328,'242'  '538'  '634'  '661',144
19329,'242'  '489'  '634'  '661',144
19330,'242'  '489'  '538'  '634'  '661',138
19331,'242'  '538'  '661',153
19332,'242'  '489'  '538'  '661',147
19333,'242'  '489'  '661',160
19334,'242'  '538'  '634',160
19335,'242'  '489'  '538'  '634',145
19336,'242'  '489'  '634',161
19337,'242'  '538',204
19338,'242'  '489'  '538',157
19339,'242'  '862',223
19340,'242'  '392'  '862',177
19341,'242'  '775',237
19342,'242'  '438'  '71'  '75'  '766'  '8',206
19343,'242'  '438'  '684'  '71'  '75'  '766'  '8',203
19344,'242'  '438'  '684'  '71'  '75'  '8',210
19345,'242'  '438'  '71'  '766'  '8',215
19346,'242'  '438'  '684'  '71'  '766'  '8',211
19347,'242'  '438'  '684'  '71'  '8',218
19348,'242'  '71'  '766'  '8',224
19349,'242'  '684'  '71'  '766'  '8',220
19350,'242'  '71'  '75'  '766'  '8',215
19351,'242'  '684'  '71'  '75'  '766'  '8',212
19352,'242'  '684'  '71'  '75'  '8',220
19353,'242'  '684'  '71'  '8',228
19354,'242'  '438'  '766'  '8',223
19355,'242'  '438'  '684'  '766'  '8',219
19356,'242'  '438'  '75'  '766'  '8',213
19357,'242'  '438'  '684'  '75'  '766'  '8',210
19358,'242'  '438'  '684'  '75'  '8',219
19359,'242'  '438'  '684'  '8',228
19360,'242'  '75'  '766'  '8',227
19361,'242'  '684'  '75'  '766'  '8',224
19362,'242'  '684'  '766'  '8',233
19363,'242'  '75'  '8',239
19364,'242'  '684'  '75'  '8',234
19365,'242'  '684'  '8',246
19366,'242'  '438'  '71'  '75'  '766',218
19367,'242'  '438'  '684'  '71'  '75'  '766',215
19368,'242'  '438'  '684'  '71'  '75',222
19369,'242'  '71'  '75'  '766',228
19370,'242'  '684'  '71'  '75'  '766',225
19371,'242'  '684'  '71'  '75',233
19372,'242'  '438'  '75'  '766',225
19373,'242'  '438'  '684'  '75'  '766',222
19374,'242'  '684'  '75'  '766',237
19375,'242'  '438'  '75',242
19376,'242'  '438'  '684'  '75',236
19377,'242'  '684'  '75',253
19378,'242'  '438'  '71'  '766',228
19379,'242'  '438'  '684'  '71'  '766',223
19380,'242'  '438'  '684'  '71',230
19381,'242'  '684'  '71',242
19382,'242'  '684'  '71'  '766',233
19383,'242'  '71'  '766',246
19384,'242'  '438'  '766',239
19385,'242'  '438'  '684'  '766',231
19386,'242'  '438'  '684',248
19387,'242'  '684',335
19388,'242'  '684'  '766',247
19389,'242'  '766',345
19390,'242'  '279'  '392',319
19391,'242'  '279'  '392'  '489',301
19392,'242'  '279'  '489',321
19393,'242'  '392',524
19394,'242'  '392'  '489',325
19395,'242'  '489',526
19396,'242'  '758',669
19397,'242'  '471'  '758',607
19398,'242'  '471',685
19399,'354'  '663',100
19400,'217'  '663',101
19401,'151'  '663',103
19402,'663'  '722',106
19403,'663'  '720',110
19404,'663'  '829',133
19405,'48'  '663',147
19406,'368'  '663',151
19407,'140'  '663',154
19408,'663'  '766',155
19409,'12'  '401'  '663',107
19410,'12'  '597'  '663',111
19411,'401'  '663',163
19412,'401'  '597'  '663',104
19413,'663'  '758',165
19414,'529'  '663'  '758',119
19415,'663'  '694'  '862',104
19416,'663'  '694'  '775'  '862',100
19417,'663'  '694'  '775',105
19418,'438'  '663',174
19419,'663'  '862',183
19420,'663'  '775'  '862',106
19421,'283'  '663',192
19422,'631'  '663',197
19423,'631'  '663'  '998',155
19424,'663'  '8',200
19425,'663'  '8'  '919',144
19426,'663'  '998',202
19427,'663'  '919',216
19428,'529'  '663',231
19429,'663'  '775',288
19430,'597'  '663',372
19431,'663'  '871',624
19432,'471'  '663'  '871',568
19433,'471'  '663',633
19434,'354'  '69',100
19435,'69'  '722',101
19436,'522'  '69',103
19437,'684'  '69',104
19438,'217'  '69',105
19439,'69'  '72',107
19440,'69'  '825',109
19441,'69'  '692',110
19442,'69'  '766',110
19443,'12'  '69',116
19444,'529'  '69',121
19445,'69'  '775',123
19446,'39'  '69',144
19447,'69'  '829',145
19448,'368'  '69',164
19449,'177'  '69',167
19450,'69'  '720',186
19451,'112'  '69',207
19452,'112'  '362'  '69',170
19453,'69'  '921',207
19454,'279'  '69'  '914',210
19455,'279'  '362'  '69'  '914',207
19456,'362'  '69'  '914',224
19457,'279'  '69',266
19458,'279'  '362'  '69',217
19459,'69'  '8',349
19460,'54'  '617'  '69',325
19461,'362'  '54'  '617'  '69',311
19462,'362'  '54'  '69',326
19463,'617'  '69',364
19464,'362'  '617'  '69',322
19465,'285'  '69',513
19466,'285'  '69'  '871',465
19467,'69'  '871',515
19468,'362'  '69',757
19469,'217'  '788',103
19470,'766'  '788',104
19471,'354'  '788',111
19472,'140'  '788',112
19473,'722'  '788',115
19474,'529'  '788',115
19475,'788'  '895',116
19476,'788'  '829',140
19477,'720'  '788',149
19478,'368'  '788',171
19479,'682'  '788',178
19480,'48'  '614'  '788',159
19481,'48'  '614'  '694'  '788',153
19482,'48'  '694'  '788',170
19483,'614'  '788',223
19484,'614'  '694'  '788',171
19485,'788'  '886',226
19486,'538'  '788',229
19487,'538'  '684'  '788',169
19488,'684'  '788',253
19489,'694'  '788',349
19490,'413'  '788',369
19491,'413'  '788'  '956',308
19492,'788'  '956',733
19493,'38'  '766',110
19494,'38'  '758',115
19495,'38'  '614',115
19496,'38'  '778',117
19497,'368'  '38',118
19498,'38'  '529',119
19499,'183'  '38',131
19500,'145'  '38',145
19501,'38'  '694',159
19502,'38'  '93',162
19503,'38'  '829'  '93',122
19504,'38'  '914',164
19505,'38'  '598',194
19506,'38'  '886',234
19507,'38'  '722'  '886',194
19508,'38'  '829',239
19509,'38'  '722',265
19510,'38'  '522',292
19511,'283'  '38'  '526',395
19512,'283'  '38'  '526'  '71',388
19513,'38'  '526'  '71',403
19514,'38'  '71',447
19515,'283'  '38'  '71',400
19516,'283'  '38',452
19517,'21'  '38'  '57'  '918',430
19518,'21'  '362'  '38'  '57'  '918',418
19519,'21'  '362'  '38'  '57',433
19520,'38'  '57'  '918',452
19521,'362'  '38'  '57'  '918',438
19522,'362'  '38'  '57',456
19523,'21'  '38'  '918',451
19524,'21'  '362'  '38'  '918',438
19525,'21'  '362'  '38',457
19526,'38'  '918',506
19527,'362'  '38'  '918',461
19528,'362'  '38',617
19529,'70'  '883',101
19530,'70'  '944',104
19531,'70'  '722',109
19532,'70'  '766',120
19533,'692'  '70',125
19534,'529'  '70',131
19535,'70'  '829',133
19536,'70'  '778',138
19537,'368'  '70',168
19538,'70'  '895',173
19539,'70'  '947',210
19540,'70'  '8',237
19541,'239'  '70'  '8',187
19542,'239'  '70',264
19543,'494'  '70',299
19544,'120'  '70',319
19545,'684'  '70',860
19546,'354'  '392',100
19547,'392'  '766',105
19548,'392'  '438',107
19549,'392'  '829',123
19550,'392'  '529',128
19551,'120'  '392',150
19552,'368'  '392',157
19553,'392'  '684'  '778'  '862',163
19554,'283'  '392'  '684'  '778'  '862',159
19555,'283'  '392'  '684'  '778',166
19556,'283'  '392'  '778',180
19557,'283'  '392'  '778'  '862',171
19558,'392'  '778'  '862',187
19559,'283'  '392'  '684',178
19560,'283'  '392'  '684'  '862',169
19561,'283'  '392'  '862',196
19562,'392'  '684',267
19563,'392'  '684'  '862',193
19564,'362'  '392',300
19565,'362'  '392'  '460',230
19566,'392'  '460',316
19567,'279'  '392',372
19568,'279'  '392'  '489',330
19569,'392'  '569',535
19570,'392'  '569'  '862',475
19571,'392'  '489',866
19572,'392'  '862',881
19573,'541'  '921',103
19574,'921'  '947',105
19575,'529'  '921',127
19576,'766'  '921',128
19577,'829'  '921',176
19578,'368'  '921',186
19579,'614'  '921',192
19580,'921'  '93',402
19581,'538'  '921'  '93',337
19582,'509'  '593'  '71'  '921',352
19583,'354'  '509'  '593'  '71'  '921',345
19584,'354'  '593'  '71'  '921',357
19585,'509'  '593'  '921',366
19586,'354'  '509'  '593'  '921',356
19587,'354'  '593'  '921',368
19588,'538'  '921',412
19589,'509'  '71'  '921',364
19590,'354'  '509'  '71'  '921',354
19591,'354'  '71'  '921',369
19592,'509'  '921',456
19593,'354'  '509'  '921',367
19594,'354'  '921',468
19595,'675'  '921',474
19596,'477'  '789',103
19597,'477'  '510',103
19598,'477'  '722',109
19599,'477'  '529',128
19600,'477'  '862',130
19601,'477'  '829',131
19602,'236'  '477',143
19603,'477'  '487',154
19604,'477'  '548'  '684',102
19605,'477'  '548'  '766',103
19606,'477'  '489',162
19607,'477'  '919',163
19608,'368'  '477',170
19609,'477'  '944',188
19610,'460'  '477'  '944',124
19611,'460'  '477',209
19612,'477'  '71',215
19613,'151'  '477',217
19614,'477'  '883',227
19615,'346'  '477'  '561',188
19616,'346'  '477'  '561'  '888',183
19617,'477'  '561'  '888',196
19618,'477'  '888',261
19619,'346'  '477'  '888',196
19620,'346'  '477',262
19621,'477'  '684',317
19622,'477'  '684'  '766',123
19623,'477'  '766',525
19624,'279'  '78',101
19625,'766'  '78',101
19626,'78'  '829',108
19627,'368'  '78',126
19628,'401'  '78',132
19629,'510'  '78',132
19630,'438'  '78',145
19631,'529'  '78'  '797',239
19632,'460'  '529'  '78'  '797',231
19633,'460'  '78'  '797',243
19634,'538'  '78',319
19635,'538'  '634'  '78',237
19636,'676'  '78',357
19637,'183'  '676'  '78',315
19638,'529'  '78',360
19639,'460'  '529'  '78',247
19640,'634'  '78',365
19641,'183'  '78',377
19642,'21'  '78',377
19643,'205'  '21'  '78',335
19644,'460'  '78',391
19645,'205'  '78',405
19646,'775'  '78',443
19647,'177'  '775'  '78',381
19648,'177'  '78',459
19649,'48'  '489',104
19650,'48'  '766',121
19651,'48'  '829',130
19652,'48'  '606',130
19653,'48'  '510',135
19654,'48'  '692',136
19655,'120'  '48',138
19656,'217'  '48',169
19657,'48'  '529'  '676',158
19658,'48'  '529'  '676'  '720',155
19659,'368'  '48'  '529'  '676',158
19660,'368'  '48'  '529'  '676'  '720',155
19661,'48'  '676'  '720',160
19662,'368'  '48'  '676'  '720',159
19663,'368'  '48'  '676',162
19664,'48'  '8',200
19665,'48'  '795',209
19666,'145'  '48'  '795',137
19667,'48'  '614',217
19668,'48'  '614'  '694',165
19669,'48'  '694',218
19670,'145'  '48',222
19671,'12'  '48'  '597',181
19672,'12'  '381'  '48'  '597',168
19673,'381'  '48'  '597',183
19674,'12'  '48',236
19675,'12'  '381'  '48',176
19676,'48'  '529'  '720',158
19677,'368'  '48'  '529'  '720',156
19678,'368'  '48'  '720',166
19679,'381'  '48',271
19680,'48'  '529',272
19681,'368'  '48'  '529',169
19682,'419'  '48',287
19683,'368'  '48',325
19684,'276'  '684',101
19685,'276'  '722',101
19686,'276'  '419',105
19687,'217'  '276',108
19688,'276'  '883',109
19689,'276'  '494',113
19690,'276'  '766',116
19691,'276'  '829',130
19692,'276'  '947',146
19693,'276'  '782',164
19694,'276'  '489',174
19695,'276'  '825',191
19696,'276'  '825'  '914',116
19697,'276'  '32'  '526',133
19698,'276'  '32'  '470'  '526',121
19699,'276'  '470'  '526',135
19700,'276'  '470',203
19701,'276'  '32'  '470',133
19702,'276'  '368',217
19703,'276'  '32',226
19704,'276'  '914',337
19705,'276'  '634',380
19706,'276'  '413'  '634',331
19707,'276'  '529',390
19708,'276'  '413',391
19709,'276'  '960',413
19710,'217'  '634',102
19711,'634'  '684',109
19712,'614'  '634',118
19713,'438'  '634',118
19714,'529'  '634',132
19715,'510'  '634',147
19716,'368'  '634',152
19717,'381'  '634',156
19718,'489'  '634'  '661',152
19719,'489'  '538'  '634'  '661',143
19720,'538'  '634'  '661',155
19721,'489'  '548'  '634',164
19722,'279'  '489'  '548'  '634',155
19723,'279'  '548'  '634',164
19724,'279'  '634',220
19725,'279'  '489'  '634',172
19726,'634'  '676',263
19727,'634'  '829',281
19728,'489'  '634',370
19729,'489'  '538'  '634',157
19730,'413'  '634',373
19731,'538'  '634',489
19732,'494'  '778',103
19733,'362'  '778',106
19734,'720'  '778',110
19735,'778'  '829',119
19736,'71'  '778',126
19737,'381'  '778',127
19738,'778'  '947',131
19739,'183'  '778',150
19740,'145'  '778',153
19741,'368'  '778',155
19742,'529'  '778',172
19743,'606'  '778',200
19744,'606'  '614'  '778',146
19745,'778'  '966',242
19746,'684'  '778'  '862',176
19747,'283'  '684'  '778'  '862',168
19748,'283'  '778'  '862',183
19749,'354'  '72'  '778',198
19750,'354'  '72'  '778'  '888',188
19751,'72'  '778'  '888',203
19752,'283'  '778',254
19753,'283'  '684'  '778',177
19754,'778'  '888',267
19755,'354'  '778'  '888',204
19756,'614'  '778',297
19757,'354'  '778',335
19758,'684'  '778',340
19759,'438'  '778',387
19760,'674'  '71',103
19761,'674'  '722',108
19762,'494'  '674',109
19763,'674'  '766',110
19764,'205'  '674',112
19765,'132'  '674',123
19766,'368'  '674',128
19767,'674'  '956',136
19768,'674'  '895',140
19769,'674'  '829',140
19770,'217'  '674',167
19771,'674'  '918',169
19772,'12'  '674'  '918',128
19773,'12'  '674',180
19774,'541'  '674',203
19775,'32'  '674'  '914',141
19776,'239'  '32'  '674'  '914',139
19777,'239'  '674'  '914',150
